PIW_Posted-interrupt_wakeup_event_CPU1;1_IO-APIC_1-edge_i8042_CPU0;PIN_Posted-interrupt_notification_event_CPU0;THR_Threshold_APIC_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;MCP_Machine_check_polls_CPU2;MCE_Machine_check_exceptions_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;12_IO-APIC_12-edge_i8042_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;IWI_IRQ_work_interrupts_CPU2;DFR_Deferred_Error_APIC_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;TRM_Thermal_event_interrupts_CPU0;10_IO-APIC_10-fasteoi_virtio2_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;NPI_Nested_posted-interrupt_event_CPU1;PIN_Posted-interrupt_notification_event_CPU2;TLB_TLB_shootdowns_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;timestamp_us;32_PCI-MSI_32768-edge_virtio0-config_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;LOC_Local_timer_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU2;8_IO-APIC_8-edge_rtc0_CPU1;NMI_Non-maskable_interrupts_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;SPU_Spurious_interrupts_CPU2;MIS_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU0;SPU_Spurious_interrupts_CPU0;SPU_Spurious_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;MCE_Machine_check_exceptions_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;MCP_Machine_check_polls_CPU0;CAL_Function_call_interrupts_CPU1;TLB_TLB_shootdowns_CPU0;MCP_Machine_check_polls_CPU1;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU2;NMI_Non-maskable_interrupts_CPU2;CAL_Function_call_interrupts_CPU0;1_IO-APIC_1-edge_i8042_CPU1;12_IO-APIC_12-edge_i8042_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU0;PMI_Performance_monitoring_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;6_IO-APIC_6-edge_floppy_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;HYP_Hypervisor_callback_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;6_IO-APIC_6-edge_floppy_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU1;RES_Rescheduling_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU2;IWI_IRQ_work_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;TRM_Thermal_event_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU2;LOC_Local_timer_interrupts_CPU0;RES_Rescheduling_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;ERR_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;TLB_TLB_shootdowns_CPU2;RTR_APIC_ICR_read_retries_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU1;TRM_Thermal_event_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU1;LOC_Local_timer_interrupts_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU2;1_IO-APIC_1-edge_i8042_CPU2;NPI_Nested_posted-interrupt_event_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;PMI_Performance_monitoring_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;NPI_Nested_posted-interrupt_event_CPU2;8_IO-APIC_8-edge_rtc0_CPU2;12_IO-APIC_12-edge_i8042_CPU2;MCE_Machine_check_exceptions_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU0;THR_Threshold_APIC_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU1;CAL_Function_call_interrupts_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;11008936;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2029035;0;0;0;0;0;0;0;0;0;0;8888;0;0;665230;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;12009531;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2030214;0;0;0;0;0;0;0;0;0;0;8888;0;0;665480;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;13010200;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2031394;0;0;0;0;0;0;0;0;0;0;8888;0;0;665730;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;14010732;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2032573;0;0;0;0;0;0;0;0;0;0;8888;0;0;665980;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;15011339;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2033752;0;0;0;0;0;0;0;0;0;0;8888;0;0;666230;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;16011938;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2034931;0;0;0;0;0;0;0;0;0;0;8888;0;0;666481;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;17012540;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2036110;0;0;0;0;0;0;0;0;0;0;8888;0;0;666731;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;18013153;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2037290;0;0;0;0;0;0;0;0;0;0;8888;0;0;666981;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;19013750;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2038469;0;0;0;0;0;0;0;0;0;0;8888;0;0;667231;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;20014352;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2039649;0;0;0;0;0;0;0;0;0;0;8888;0;0;667481;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;21014962;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2040828;0;0;0;0;0;0;0;0;0;0;8888;0;0;667731;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40976;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;22015560;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2042007;0;0;0;0;0;0;0;0;0;0;8888;0;0;667982;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40978;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;23015799;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2043176;0;0;0;0;0;0;0;0;0;0;8888;0;0;668232;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40978;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;24016653;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2044354;0;0;0;0;0;0;0;0;0;0;8888;0;0;668482;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40981;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;25017227;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2045533;0;0;0;0;0;0;0;0;0;0;8888;0;0;668732;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40981;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;26018200;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2046713;0;0;0;0;0;0;0;0;0;0;8888;0;0;668982;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40981;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;27018429;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2047892;0;0;0;0;0;0;0;0;0;0;8888;0;0;669232;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40981;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;28019031;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2049072;0;0;0;0;0;0;0;0;0;0;8888;0;0;669482;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40981;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;29019634;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2050251;0;0;0;0;0;0;0;0;0;0;8888;0;0;669733;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40981;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;30020241;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2051430;0;0;0;0;0;0;0;0;0;0;8888;0;0;669983;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40981;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;31020842;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2052609;0;0;0;0;0;0;0;0;0;0;8888;0;0;670233;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40983;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;32021008;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2053775;0;0;0;0;0;0;0;0;0;0;8888;0;0;670483;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40986;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;33021082;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2054946;0;0;0;0;0;0;0;0;0;0;8888;0;0;670733;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40986;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;34021680;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2056125;0;0;0;0;0;0;0;0;0;0;8888;0;0;670983;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40986;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;35022281;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2057305;0;0;0;0;0;0;0;0;0;0;8888;0;0;671233;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40986;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;36022889;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2058484;0;0;0;0;0;0;0;0;0;0;8888;0;0;671483;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40986;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;37023489;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2059663;0;0;0;0;0;0;0;0;0;0;8888;0;0;671734;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
0;9;0;0;0;1;0;0;40986;0;0;0;4;0;3186;0;0;0;0;0;47;0;0;0;38024095;0;0;0;308726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14043;0;1;1;0;0;0;0;0;0;15;0;0;2;0;0;0;0;0;0;0;102;0;0;0;0;5;0;0;0;0;0;2060843;0;0;0;0;0;0;0;0;0;0;8888;0;0;671984;0;0;0;3;0;86;0;0;0;0;0;0;0;0;10808;0
